,cluster 0,z-score 0,cluster 1,z-score 1,cluster 2,z-score 2,cluster 3,z-score 3,cluster 4,z-score 4,cluster 5,z-score 5,cluster 6,z-score 6,cluster 7,z-score 7
49,value_CREB5,1.5902589656727422,value_H3R8me2,-0.01213110189188497,value_H4K20me3,-0.0016078928533247178,value_POU5F1,-0.008423311595321151,value_SVIL,0.0,value_POU5F1,-0.008116947290168375,value_H3K9me1,-0.011459512634626148,value_DNAJC2,-0.00806241899829103
50,value_CIC,1.566906024847546,value_H3K9me1,-0.012207066864595125,value_H4K20me1,-0.0021934589855829496,value_SMARCA2,-0.008423311595321151,value_MAML3,0.0,value_DNAJC2,-0.008116947290168375,value_KLF4,-0.011494045943840648,value_NPAT,-0.00806241899829103
51,value_BMI1,1.5348583579063864,value_H4K20me1,-0.01221957554374014,value_DCP1A,-0.002577435590567785,value_LHX2,-0.008423311595321151,value_H4R3me2,0.0,value_NPAT,-0.008116947290168375,value_CEBPD,-0.011527182002349343,value_KDM4C,-0.00806241899829103
52,value_ZEB1,1.5323961333301075,value_KLF4,-0.012243853586590463,value_NANOG,-0.0030401244289298447,value_WWTR1,-0.009169320197075293,value_MYB,0.0,value_SMARCA2,-0.008116947290168375,value_CHAT,-0.011616822420787027,value_FOXP1,-0.008062418998291031
53,value_TOX2,1.4927284887447267,value_CEBPD,-0.012279151888191847,value_SUZ12,-0.003280238189706564,value_DCP1A,-0.009254497973207269,value_NPAT,0.0,value_FOXP1,-0.008116947290168375,value_SATB1,-0.0119428794324455,value_TP53,-0.008062418998291031
54,value_FLI1,1.4386152622094206,value_ATF4,-0.012822673446034912,value_NOTCH1,-0.003834588915200625,value_SOX3,-0.009484261955884522,value_STAG3,0.0,value_MGMT,-0.008116947290168375,value_H4K20me1,-0.012084469454354757,value_POU5F1,-0.008062418998291031
55,value_PAX6,1.4231149450843026,value_ZNF593,-0.012878828816551948,value_GFP,-0.005095630807977516,value_INSR,-0.009888538243977073,value_H3K36me1,0.0,value_TOP2A,-0.008116947290168375,value_ZNF593,-0.012090124151744893,value_SVIL,-0.008062418998291031
56,value_CRTC1,1.3899867999445095,value_OSR1,-0.012953661515317074,value_FOXC1,-0.005316189468967598,value_SMARCC1,-0.010236280560703127,value_SMCHD1,-0.0016885854662101337,value_CENPA,-0.008116947290168375,value_OSR1,-0.012160372670602071,value_MGMT,-0.008062418998291033
57,value_CSRNP3,1.3818847230666502,value_BACH2,-0.013134952466992991,value_CREBBP,-0.00553862012436176,value_MECP2,-0.010497173482151683,value_RCOR1,-0.003347026671851659,value_Biotin,-0.008116947290168375,value_BACH2,-0.012330557810296355,value_TOP2A,-0.008062418998291033
58,value_JUND,1.339740566426384,value_H3K18la,-0.013299108150180107,value_THRA,-0.005730075370509222,value_MITF,-0.01126685739470991,value_E2F4,-0.006483852846073036,value_LHX2,-0.008116947290168375,value_H3K18la,-0.012484657256818568,value_CENPA,-0.008062418998291033
59,value_TFAP2B,1.3040652660671879,value_H4K20me3,-0.013693265119523425,value_HOXC9,-0.0062156888663116,value_JMJD6,-0.011348749087864693,value_Biotin,-0.008163333305850106,value_TP53,-0.008116947290168377,value_NOTCH1,-0.012903150386780238,value_SMARCC2,-0.008093609928013692
60,value_USF1,1.296098834333177,value_NOTCH1,-0.013744911993997636,value_ACSS2,-0.007430627352734493,value_CSNK2A1,-0.011658388808912354,value_TP53,-0.00816333330585011,value_SMARCC2,-0.008148349200337841,value_SMCHD1,-0.012978875204445593,value_TCF4,-0.008177843123496514
61,value_ESRRG,1.2663293726755014,value_HOXC9,-0.014070652012546122,value_TWIST1,-0.007745567942230527,value_H3R8me2,-0.011837903675034327,value_DNAJC2,-0.00816333330585011,value_TBX2,-0.008434663535436027,value_HOXC9,-0.013208934433141634,value_WWTR1,-0.008776460403476858
62,value_MEF2C,1.253302363128735,value_POU3F2,-0.014642156794201541,value_EHMT2,-0.007847202972535215,value_KLF4,-0.011947929475089327,value_POU5F1,-0.00816333330585011,value_WWTR1,-0.008835818668889224,value_ATF4,-0.013237468953957846,value_CNBP,-0.008844709311867564
63,value_E2F1,1.2378569781587005,value_SS18,-0.014832570722027306,value_H3,-0.007886867821592874,value_CEBPD,-0.01198237439745853,value_TOP2A,-0.008163333305850111,value_CNBP,-0.008904529241138623,value_SS18,-0.013924173369873739,value_DCP1A,-0.008859107329928983
64,value_ZNF608,1.2095879338050135,value_PSIP1,-0.01578229206942937,value_TEAD1,-0.008414021645342789,value_CHAT,-0.01207555560010854,value_LHX2,-0.008163333305850113,value_SOX3,-0.009139303620140496,value_H3K36me2,-0.014062562972246105,value_ACSS2,-0.009162057482475635
65,value_TCF12,1.2001686941538794,value_FOXP2,-0.015913948921180667,value_SVIL,-0.008618448227793596,value_SATB1,-0.012414492017972064,value_FOXP1,-0.008163333305850113,value_ACSS2,-0.009224024108485756,value_ALKBH1,-0.014071637290642638,value_INSR,-0.009464858093141161
66,value_MED1,1.1625399092447537,value_HDAC1,-0.015934384056079724,value_TOP2A,-0.008618448227793596,value_OSR1,-0.012640576518660565,value_SMARCA2,-0.008163333305850113,value_INSR,-0.009528873044390445,value_PSIP1,-0.014815704965673243,value_THRA,-0.00964188368350326
67,value_ZC3H10,1.1526848258344595,value_TOP1,-0.016234624634748916,value_DNAJC2,-0.008618448227793596,value_BACH2,-0.012644945496640119,value_KDM4C,-0.008163333305850113,value_FOXC1,-0.009645492560697504,value_HDAC1,-0.014958477789677833,value_SMARCC1,-0.009797698314247481
68,value_INTS10,1.1150741017477939,value_POU6F1,-0.017076561477001418,value_KDM4C,-0.008618448227793597,value_NOTCH1,-0.013412696014337968,value_MGMT,-0.008163333305850114,value_THRA,-0.009707096158598558,value_TOP1,-0.015240321304615964,value_MITF,-0.010784109178233055
69,value_DNA-RNA_hybrid,1.0966415082288758,value_FOXJ3,-0.01774109353594839,value_FOXP1,-0.008618448227793597,value_HOXC9,-0.013730559892067779,value_CENPA,-0.008163333305850114,value_SMARCC1,-0.0098639648377906,value_ZMYND8,-0.015470572417234728,value_JMJD6,-0.010862491235121933
70,value_USF2,1.05814749801615,value_H3K9me2,-0.017866554107813067,value_LHX2,-0.008618448227793599,value_POU3F2,-0.014288245624495072,value_SMARCC2,-0.008194914692877425,value_DCP1A,-0.009943819142522431,value_BRD3,-0.015752189936736192,value_H3S10ph,-0.011029990259877677
71,value_THAP1,1.038284759980393,value_FOXC1,-0.01792450391902615,value_SMARCA2,-0.008618448227793599,value_SS18,-0.014474055175178021,value_CNBP,-0.00895541674880016,value_MITF,-0.010857048766323948,value_SMC3,-0.015910609929067426,value_H3R8me2,-0.011330681714245863
72,value_OLIG2,1.0048103339590038,value_macroH2A1,-0.01822043952664421,value_NPAT,-0.008618448227793599,value_PSIP1,-0.015400810279013162,value_SOX3,-0.009191533037028262,value_JMJD6,-0.010935961095363189,value_POU6F1,-0.016030666326647763,value_KLF4,-0.011435991953444318
73,value_MEF2A,1.0045334529517533,value_ETS1,-0.018300017365802737,value_Biotin,-0.008618448227793599,value_ZMYND8,-0.016081552752454306,value_INSR,-0.009583329177333445,value_CSNK2A1,-0.011234335434707848,value_ETS1,-0.017179144579348642,value_CEBPD,-0.011468960604671832
74,value_SIN3A,0.9290472901187566,value_H3K4me,-0.01832794465243991,value_SMARCC2,-0.008651790568432035,value_SUZ12,-0.01610302555223017,value_THRA,-0.009762571002693244,value_NFIB,-0.011444155604681545,value_H3K4me,-0.01720536028006494,value_CHAT,-0.011558148147217773
75,value_YAP1,0.9035190100366685,value_GFP,-0.018395684333293937,value_CSNK2A1,-0.008701601378623634,value_BRD3,-0.016374298008192963,value_DCP1A,-0.01000064709554913,value_H3K9me1,-0.0114787504609919,value_GFP,-0.017268948363938563,value_SATB1,-0.011882557849558748
76,value_H3K36me3,0.8889714271905309,value_H3K27M,-0.018811811359357004,value_ATF4,-0.00892450375759782,value_FOXC1,-0.016577369698083266,value_MITF,-0.010919096925905132,value_KLF4,-0.011513341758841692,value_macroH2A1,-0.0172762187282241,value_ZNF593,-0.012029058644791363
77,value_H3K9me3,0.8853578066881591,value_TOX2,-0.01891197055897831,value_BACH2,-0.009070258642901181,value_POU6F1,-0.016663778325321746,value_JMJD6,-0.01099846034821225,value_CEBPD,-0.011546533459840174,value_H4K20me3,-0.01743652172590847,value_CREBBP,-0.012029235388133696
78,value_SMAD3,0.8080506986014523,value_H3S10ph,-0.019346535711594018,value_SMCHD1,-0.009096945388178745,value_TOX2,-0.018454791882762136,value_CSNK2A1,-0.011298540331635345,value_CHAT,-0.01163632440424711,value_H3K27M,-0.017659571373942678,value_OSR1,-0.012098952244489656
79,value_LIN28B,0.8064234819813755,value_CREBBP,-0.02040501065010617,value_MITF,-0.009230711117539023,value_WAPL,-0.020502016675971825,value_H3R8me2,-0.011472512811550423,value_SATB1,-0.01196292894531182,value_TOX2,-0.017753591753063954,value_BACH2,-0.012268277544081684
80,value_CTBP2,0.798934235530599,value_WAPL,-0.021009953052803586,value_WWTR1,-0.009381741944568743,value_ZNF608,-0.020683859790513792,value_H3K9me1,-0.011544352571633802,value_ZNF593,-0.012110420928660241,value_SOX2,-0.01784718766474739,value_CIC,-0.012596826016426619
81,value_RARA,0.7829092745469515,value_ZNF608,-0.02119630530086679,value_CNBP,-0.009454698550784908,value_H3K27me2,-0.020991222319817152,value_CEBPD,-0.01161252306039343,value_OSR1,-0.012180787414873473,value_FOXC1,-0.018154065990045532,value_NOTCH1,-0.012837977085217049
82,value_ARNTL,0.780850495944784,value_HDGF2,-0.02175976379791334,value_KLF4,-0.009669964749187297,value_PPARA,-0.02116008112534825,value_CHAT,-0.011702827308685807,value_BACH2,-0.012351258346613488,value_H3S10ph,-0.01816152139457832,value_ATF4,-0.01317060644274295
83,value_TOX,0.7512290564934093,value_PPARA,-0.021844182092387834,value_H2AK119ub,-0.01005510089716351,value_HDGF2,-0.021233683748976977,value_SATB1,-0.012031298962904937,value_H3K18la,-0.012505616575572932,value_PPARA,-0.018220786821674627,value_POU3F2,-0.013675996474352135
84,value_H3K27me3,0.743577382325463,value_CHD4,-0.02251038929296522,value_INSR,-0.010117625060243694,value_H3,-0.02141383575613073,value_ZNF593,-0.012179634133925124,value_H4K20me1,-0.012639885671997789,value_WAPL,-0.01972297248579459,value_SS18,-0.013853841010107712
85,value_JUN,0.7156985294019335,value_ZNF711,-0.022958228888023055,value_HAND2,-0.010154846701881744,value_EHMT2,-0.021711583732351377,value_OSR1,-0.012250402897094522,value_RCOR1,-0.01279890186223155,value_ZNF608,-0.0198979002970359,value_IRF3,-0.014307235984517618
86,value_PATZ1,0.703567165529729,value_ISL1,-0.02368589044026467,value_BNC2,-0.010383005409737174,value_CHD4,-0.021966144144127987,value_BACH2,-0.012421848399846013,value_NOTCH1,-0.012924812505047165,value_HDGF2,-0.020426814125830355,value_HDAC1,-0.014882918817626312
87,value_HINFP,0.6901386711728699,value_E2F4,-0.024133633250148796,value_SMARCC1,-0.010473425207375268,value_H3.3,-0.022280258612874172,value_H3K18la,-0.012577089095266798,value_SMCHD1,-0.01300066449415765,value_SUZ12,-0.020613045637611134,value_H3K27me2,-0.014893432705716006
88,value_TCF4,0.6805744959722558,value_IRF3,-0.024380717328622317,value_RNF2,-0.01080871608371547,value_ZNF711,-0.022403145202544224,value_NOTCH1,-0.012998681621490881,value_HOXC9,-0.01323111008647802,value_MCM3,-0.02086317236129179,value_TOP1,-0.01516333802111892
89,value_ARID1A,0.6759543392708723,value_EHMT2,-0.025185108096717805,value_ZNF70,-0.01115551164851049,value_ISL1,-0.02311319463742133,value_H4K20me1,-0.01317783903889636,value_ATF4,-0.013259692528925397,value_ZNF711,-0.021551795634562193,value_ZMYND8,-0.015392425520298954
90,value_GLIS3,0.6735765415813412,value_H3K36me2,-0.02584988193724389,value_SS18,-0.01160866493484236,value_FOXJ3,-0.023647613088872352,value_ATF4,-0.013335476253611514,value_SS18,-0.013947550247819587,value_EHMT2,-0.021583855203167298,value_POU6F1,-0.01594968879549775
91,value_KDM1A,0.6631845156852146,value_H3K79suc,-0.025993733585714066,value_H3K9me1,-0.012188009617770406,value_H3K79suc,-0.023954070281617532,value_POU3F2,-0.013847195129933135,value_ALKBH1,-0.014095261839109061,value_ISL1,-0.022234835462889534,value_HIF1A,-0.016251937656926518
92,value_EBF3,0.6611376284214315,value_ZNF565,-0.02637927445440162,value_CEBPD,-0.012259982070991524,value_IRF3,-0.024240235820039122,value_SS18,-0.014027266821452528,value_FOSL2,-0.014389719046777587,value_FOXJ3,-0.02274892349496426,value_ZNF711,-0.016561705288928
93,value_MITF,0.658163498747993,value_ATRX,-0.02660003420176114,value_CHAT,-0.012355322744963324,value_ZNF8,-0.02546152185852961,value_ALKBH1,-0.014175822987964002,value_PSIP1,-0.014840579248140619,value_H3K27me2,-0.023298376297099504,value_ETS1,-0.017092362325224337
94,value_ZNF143,0.6485911360250285,value_PRRX1,-0.027453219018110982,value_SATB1,-0.012702114131292797,value_ZNF565,-0.025741373061533904,value_PSIP1,-0.014925402086345192,value_HDAC1,-0.014983591882326097,value_H3K9me2,-0.023537308626490176,value_GFP,-0.017181712188809505
95,value_SS18,0.6023135496822065,value_SNAI2,-0.0280616076627681,value_ZNF593,-0.01285872250043137,value_ATRX,-0.025956787167871594,value_HDAC1,-0.015069232492100753,value_ZMYND8,-0.015496546681638421,value_MECP2,-0.02368817283358445,value_CHD4,-0.017422489238615755
96,value_NFIC,0.5771027310872011,value_H3,-0.028724408477075133,value_ZMYND8,-0.014605559381987085,value_NFKB2,-0.025967666795381737,value_TOP1,-0.015353163787518326,value_ARID2,-0.015673533796479525,value_H3K79suc,-0.024401128503767553,value_TOX2,-0.017663905833124164
97,value_PRRX1,0.5446021042605652,value_CSDC2,-0.029003597338014296,value_POU3F2,-0.014619296479155067,value_CREBBP,-0.02731597793085202,value_ZMYND8,-0.015585120545690985,value_H3K27me2,-0.01570226346915131,value_ZNF565,-0.024763018066196806,value_HDGF2,-0.017770368436181707
98,value_FOXM1,0.5122102050255701,value_RNA-DNA_hybrids,-0.029232962930662576,value_MEIS1,-0.015654135696286497,value_SNAI2,-0.027382964358107238,value_BRD3,-0.015868824271020068,value_BRD3,-0.015778637254982786,value_ZNF8,-0.025733635662519964,value_WAPL,-0.01962333053839556
99,value_NFIB,0.499763260723038,value_ZFP30,-0.03054867623961772,value_SOX2,-0.015783947694136574,value_E2F4,-0.028243754830852997,value_POU6F1,-0.016149363652624038,value_H4K20me3,-0.015796484055765468,value_IRF3,-0.025881220677254974,value_ZNF608,-0.019797373909932855
100,value_ZFHX4,0.4991752584323748,value_NFKB2,-0.030987042758083068,value_HDAC1,-0.015909505248898007,value_CSDC2,-0.02840009135013772,value_macroH2A1,-0.016705993078096178,value_POU6F1,-0.01605758143475132,value_SNAI2,-0.02634213163871327,value_PPARA,-0.020402455297260157
101,value_OTX2,0.4809098571393153,value_TSHZ2,-0.031029007916900164,value_TBX2,-0.01606103686373487,value_RNA-DNA_hybrids,-0.028985824277939762,value_ZNF92,-0.01723227635902508,value_KDM1A,-0.016231483006405253,value_CTBP2,-0.026876423353122226,value_EHMT2,-0.021244513294481272
102,value_TFAP2A,0.4770683516703947,value_ZNF70,-0.0324471563392153,value_ZFP30,-0.01632516771180878,value_KAT2A,-0.02928727491581645,value_ETS1,-0.017306350591989515,value_EHMT2,-0.016632562261335353,value_E2F4,-0.02717015479469439,value_TSHZ2,-0.021819307054238624
103,value_CASZ1,0.4736626635882656,value_RCOR1,-0.03258197256256832,value_PHOX2B,-0.016442287354757005,value_TEAD1,-0.030452799667323834,value_H3K4me,-0.01733276052758035,value_ETS1,-0.017207989057763846,value_CSDC2,-0.02736703040308339,value_FOXJ3,-0.022633979561396525
104,value_ZFP30,0.4628716043756379,value_MCM3,-0.033066036155199326,value_TOX2,-0.016498061657747573,value_TSHZ2,-0.030689714684958343,value_GFP,-0.01739681974444049,value_H3K4me,-0.017234248801800127,value_RNA-DNA_hybrids,-0.028052612388244923,value_SUZ12,-0.023170942127529584
105,value_H4K12ac,0.45583905473955905,value_H3K27me1,-0.03311293947661305,value_POU6F1,-0.01704989835304558,value_ZFP30,-0.030724310224836595,value_H3K27M,-0.017790337004068194,value_GFP,-0.017297943716437805,value_TSHZ2,-0.02815588496061486,value_RCOR1,-0.023543195595668174
106,value_FOXJ3,0.42955398559860186,value_ZNF8,-0.033487579434106934,value_ETS1,-0.017273467017226856,value_ZNF70,-0.03166225212953094,value_TOX2,-0.017885054027930225,value_macroH2A1,-0.017305226295298425,value_ZNF92,-0.028273017609849797,value_ARID1A,-0.023798807073831436
107,value_E2F4,0.42801557551192765,value_FOXM1,-0.033520967028828765,value_RCOR1,-0.017342622590211975,value_PHOX2B,-0.03175012173197226,value_SOX2,-0.01797934344625996,value_HDGF2,-0.017321947225171636,value_ZFP30,-0.029556258370472623,value_PRRX1,-0.024146616938025344
108,value_GUCY1B3,0.42195290744676334,value_MEF2A,-0.03364678134005489,value_ZNF608,-0.017418335272544605,value_PRRX1,-0.03185616563568283,value_H4K20me3,-0.018059428703262128,value_H2AK119ub,-0.01750415999543044,value_NANOG,-0.029861683857034617,value_H3K79suc,-0.024277826914391995
109,value_EZH2,0.41796536277663027,value_GUCY1B3,-0.03372618745263771,value_FOXJ3,-0.017981910302644174,value_EZH2,-0.03215026412640274,value_FOXC1,-0.018288495661330537,value_H3K27M,-0.017689223005761152,value_PHOX2B,-0.029955551924265023,value_ZNF565,-0.02463788560085601
110,value_BACH2,0.41111010322797137,value_PHOX2B,-0.03431500286000324,value_H3K4me,-0.01829932637032344,value_GUCY1B3,-0.03291027668908159,value_H3S10ph,-0.018296006309451003,value_TOX2,-0.017783401351020533,value_CREBBP,-0.030307811017119997,value_EZH2,-0.025622940079373543
111,value_CTCFL,0.40522534308626923,value_AFF4,-0.034328252548717395,value_WAPL,-0.018669202595174596,value_FOXP2,-0.0332328414153402,value_USF1,-0.01888311740763509,value_SOX2,-0.017877154517256893,value_ZNF70,-0.030458475955739122,value_SNAI2,-0.026209008943360996
112,value_PITX3,0.40180512729552237,value_ARID1A,-0.03463495333038082,value_ZNF8,-0.018847999254123112,value_H3K36me2,-0.033453743842753736,value_NANOG,-0.019009812921975604,value_HAND2,-0.017944096935256667,value_PRRX1,-0.030645002945379394,value_E2F4,-0.027032841564641433
113,value_BNC2,0.39939360411635616,value_SUZ12,-0.03465304246739377,value_GUCY1B3,-0.019124895442907994,value_AFF4,-0.03349774373919882,value_H3,-0.01907834871324461,value_H3S10ph,-0.01819201638442877,value_AFF4,-0.03069621667316271,value_CSDC2,-0.027228720725300783
114,value_ZNF8,0.3992267198965252,value_TCF4,-0.03554676583026231,value_IRF3,-0.019495769691516066,value_FOXM1,-0.03421593999025086,value_WAPL,-0.01986902857975862,value_CHD4,-0.018779390580982002,value_GUCY1B3,-0.031658956453847566,value_TEAD1,-0.027846592591632593
115,value_HDAC2,0.3878466345816746,value_H2AK119ub,-0.035951393744814826,value_ZFHX4,-0.020145011566145298,value_TCF4,-0.03468670683394891,value_TOP2B,-0.019907507423175787,value_ISL1,-0.019764969860545677,value_TCF4,-0.03336769357404894,value_RNA-DNA_hybrids,-0.02791083251971263
116,value_GATA2,0.38153563573222626,value_CSRNP3,-0.03613271983730234,value_ZNF92,-0.021691310403104236,value_ARID2,-0.03493772199348861,value_ZNF608,-0.020045252830041587,value_H3K9me2,-0.01986887471171461,value_CSRNP3,-0.03391764314061148,value_MEF2A,-0.028738764912505488
117,value_MAU2,0.37319042187199425,value_ZFHX4,-0.03624979565799619,value_NFKB2,-0.021745545851258027,value_CSRNP3,-0.035258448249320645,value_HDGF2,-0.02057808675479619,value_ZNF608,-0.019931313051509757,value_ZFHX4,-0.0340275246434848,value_ZFP30,-0.029406866138087264
118,value_RFX5,0.37238147814677297,value_ZC3H10,-0.03684218765680176,value_RXRA,-0.021864682544003273,value_ZFHX4,-0.03537268413366924,value_PPARA,-0.020657916647648912,value_PPARA,-0.020540491507574976,value_H3,-0.03420492881685618,value_ZNF70,-0.029622853010054916
119,value_CSNK2A1,0.36804420438325386,value_CREB1,-0.03692372390622637,value_GLIS3,-0.02215503444506177,value_NANOG,-0.035851168468121995,value_ISL1,-0.021064273815607167,value_PRRX1,-0.02111168007633814,value_HAND2,-0.034316107393271164,value_ZNF8,-0.0296324613550161
120,value_VSX2,0.35549872628134627,value_KAT2A,-0.03752882685216291,value_ZNF711,-0.02292237378540037,value_ZC3H10,-0.03595070526798273,value_CHD4,-0.021287911726306435,value_ZNF711,-0.02158798811295294,value_ZC3H10,-0.03458351155332023,value_GUCY1B3,-0.03149891570155338
121,value_TOP2B,0.33494241111420087,value_ESRRG,-0.037767160135649576,value_TCF4,-0.024439493161737328,value_MEF2A,-0.036529327015676474,value_PRRX1,-0.021543653377904357,value_JUN,-0.02213319451629073,value_NFKB2,-0.034763598517990386,value_AFF4,-0.03206113672681729
122,value_EHMT2,0.3264443236559577,value_CREB5,-0.0378547670672573,value_RNA-DNA_hybrids,-0.02490323092007883,value_CREB5,-0.03693871626850793,value_ZNF711,-0.021711407034434062,value_FOXJ3,-0.022787128370808568,value_MEF2A,-0.035140073594255555,value_CSRNP3,-0.03374615921139697
123,value_CTCF,0.3026299895785912,value_DNA-RNA_hybrid,-0.03819719929923719,value_E2F4,-0.0251284183257692,value_RCOR1,-0.03706665425353916,value_FOXJ3,-0.022917409787465978,value_NFKB2,-0.02321225637739265,value_KAT2A,-0.03522794834446979,value_ZFHX4,-0.03385548389205272
124,value_ARID2,0.28739162777540667,value_RNF2,-0.03828876883133128,value_H3.3,-0.025428658048395288,value_HAND2,-0.03734928451046113,value_H3K9me2,-0.023330707739279134,value_MECP2,-0.023727956837164495,value_CREB5,-0.035533853470743816,value_FOXM1,-0.03408669469308316
125,value_REST,0.27211110895545254,value_ARID2,-0.038690418660230985,value_PATZ1,-0.025886142441833855,value_ESRRG,-0.03748130993336228,value_H3K27me2,-0.023470936436744194,value_H3K79suc,-0.02444211131570867,value_RCOR1,-0.0356569131068027,value_ZC3H10,-0.034408653159616207
126,value_HIF1A,0.24049201774474557,value_RBBP4,-0.03922884060118897,value_PRRX1,-0.026050867650898854,value_TBX2,-0.038522292766370966,value_EHMT2,-0.023817213434891144,value_ZNF565,-0.024804609429622315,value_FOXM1,-0.03581106871275385,value_NANOG,-0.034650678990794
127,value_WWTR1,0.240474407280777,value_AFF1,-0.03936184976637108,value_TOX,-0.026135863769758575,value_AFF1,-0.03880928110047473,value_MECP2,-0.023863623260623936,value_ATRX,-0.02501217437746382,value_H3K27me1,-0.036100279493305944,value_FOXP2,-0.035251752601867845
128,value_H3,0.2264825738384501,value_NANOG,-0.03946927666628914,value_MAU2,-0.026385420128184883,value_CREB1,-0.03897776506220652,value_USF2,-0.024426088878615634,value_LIN28B,-0.02515693493728021,value_ESRRG,-0.03622710439858901,value_CREB5,-0.035354178166895546
129,value_H3.3,0.22511205594984598,value_MEIS1,-0.03964275116299557,value_EZH2,-0.026401687378805893,value_ZNF92,-0.039645500391802035,value_ZNF565,-0.024946439167399154,value_IRF3,-0.0259246926130067,value_FOXP2,-0.03698344713814342,value_ESRRG,-0.036043914670624226
130,value_GATA3,0.22430249751024992,value_HAND2,-0.04045785700448373,value_FOXM1,-0.029156756944032393,value_RARB,-0.03964686301709131,value_HAND2,-0.025122841629409014,value_SNAI2,-0.026386378820227523,value_CREB1,-0.037193535569944126,value_CREB1,-0.036525798763937065
131,value_CNBP,0.2173444919554617,value_RARB,-0.04063028498689436,value_CSRNP3,-0.02928857052994622,value_MEIS1,-0.039729909048793706,value_ATRX,-0.02515519243696321,value_TFAP2A,-0.02680276207903109,value_RARB,-0.038138708565637974,value_CASZ1,-0.036792275850010304
132,value_PDS5A,0.214964758433826,value_TWIST1,-0.041192278801030394,value_ZC3H10,-0.029648357055381838,value_RNF2,-0.03987859442279937,value_KDM1A,-0.02516751665814312,value_HINFP,-0.027119454859346987,value_MEIS1,-0.03821858616542314,value_AFF1,-0.037144281872711384
133,value_NOTCH1,0.20587578567988205,value_RXRA,-0.041681296819532206,value_ESRRG,-0.029682448026776904,value_ARID1A,-0.040122654609919525,value_NFIC,-0.025513135441808003,value_E2F4,-0.02721579484211435,value_ARID2,-0.03837074397587138,value_NFKB2,-0.03725199200193835
134,value_DCP1A,0.19401460844994917,value_GLIS3,-0.042674488988674514,value_MEF2A,-0.030409315292708176,value_GLIS3,-0.04209335831334039,value_TEAD1,-0.02571637621736082,value_CSDC2,-0.027413001653876237,value_RBBP4,-0.03897571521362963,value_ARID2,-0.03743155527261092
135,value_IRF3,0.1877269982770874,value_TBX2,-0.04273689215373869,value_ARID1A,-0.030559239566365817,value_TOX,-0.04321662651511228,value_NFKB2,-0.026041042901917243,value_H3K36me2,-0.027963921950338436,value_DNA-RNA_hybrid,-0.04003914950520835,value_ZNF92,-0.03745882731470268
136,value_ZMYND8,0.1863961970717157,value_MAU2,-0.043148006666535704,value_AFF4,-0.03057846744930485,value_RXRA,-0.044194077658198876,value_SNAI2,-0.026537265236904944,value_RNA-DNA_hybrids,-0.028099737076081648,value_GLIS3,-0.040491838244567424,value_RBBP4,-0.03746976599930315
137,value_HAND2,0.1859130922788897,value_TOX,-0.04428892328005221,value_CREB5,-0.03180038896039229,value_TWIST1,-0.04458407009188579,value_RARA,-0.027160142306027216,value_ZFP30,-0.029605913293540183,value_HIF1A,-0.04076607987090123,value_RARB,-0.03794582524931592
138,value_ZNF593,0.1843811854307164,value_PATZ1,-0.04740003446937743,value_KAT2A,-0.03215658781318009,value_MAU2,-0.04592157658231147,value_CSDC2,-0.027569767380358552,value_MEIS1,-0.02997230472255775,value_ARID1A,-0.04095116238986991,value_ZFP3,-0.0379954323373834
139,value_RCOR1,0.18057641341035643,value_KDM1A,-0.05015650338157726,value_ARID2,-0.03348798733419115,value_PATZ1,-0.046252098401887716,value_HIF1A,-0.028015554193906302,value_PHOX2B,-0.030083473252735846,value_TOX,-0.04157222119876692,value_RNF2,-0.03995328350369955
140,value_NFKB2,0.17618210371807985,value_ZFP3,-0.05063882442769082,value_TFAP2A,-0.03465557183008091,value_DNA-RNA_hybrid,-0.046336142437246104,value_ZNF70,-0.028056661693397357,value_CREBBP,-0.030358730853637113,value_H2AK119ub,-0.041809834978450124,value_GLIS3,-0.04028701662333866
141,value_ZNF70,0.16485185389610885,value_EZH2,-0.050790201714744306,value_AFF1,-0.03526059392753125,value_RBBP4,-0.046694718391930755,value_TSHZ2,-0.02974171591005025,value_RARA,-0.03145580449659565,value_ZFP3,-0.04230010270813242,value_TOX,-0.04136191615698092
142,value_THRA,0.16120514082180556,value_BNC2,-0.0513407508237771,value_RARB,-0.03685859867227717,value_KDM1A,-0.047669921040350734,value_ZFP30,-0.029775240878884262,value_ZNF8,-0.031487821026085216,value_LIN28B,-0.042307869087472305,value_RARA,-0.04280964617939341
143,value_ZNF565,0.15960481816034983,value_HIF1A,-0.05214377881822832,value_FOXP2,-0.03775451180602277,value_ZFP3,-0.047807079117078086,value_FOXP2,-0.029822145886474482,value_GUCY1B3,-0.0317121507962062,value_EZH2,-0.042997375455656864,value_MAU2,-0.04308819671083539
144,value_ETS1,0.14854512295097716,value_RARA,-0.0526552669160301,value_CREB1,-0.03821650342739635,value_CTBP2,-0.049018700857246515,value_FOXM1,-0.030651591150454238,value_TEAD1,-0.03222768735960347,value_RXRA,-0.04340811575404442,value_RXRA,-0.04318848936996912
145,value_ZFP3,0.14814038740143573,value_CTBP2,-0.05423260046963928,value_DNA-RNA_hybrid,-0.03860747721475038,value_HIF1A,-0.04923570652495168,value_ZNF8,-0.03166793282957137,value_H3,-0.03243047370838383,value_TWIST1,-0.04357649997745064,value_PATZ1,-0.0442666120086197
