,cluster 0,z-score 0,cluster 1,z-score 1,cluster 2,z-score 2,cluster 3,z-score 3,cluster 4,z-score 4,cluster 5,z-score 5,cluster 6,z-score 6,cluster 7,z-score 7
0,value_TAF1,8.663543534467284,value_CDYL,0.578228526684543,value_BRD3,0.08672972620985221,value_GFP,0.39317682954139466,value_GTF3C5,3.5044842267055016,value_RAD21,3.5287035157101547,value_H4K12ac,0.43796681751133765,value_KAT2A,0.1675039955186019
1,value_NEUROD1,6.963115194781726,value_PSIP1,0.5681781115063004,value_ZNF92,0.04109083945617369,value_BMI1,0.12939537201661938,value_ATF3,2.413516823640769,value_SMC1A,2.816426396987962,value_CTCFL,0.1421460615110788,value_ASCL1,0.1493291024704803
2,value_RNA_polymerase_II,6.777812832803663,value_H3K27me2,0.3170902814247449,value_SATB1,0.028467094781017322,value_H3K9me1,0.04688312411677742,value_GTF3C2,1.5519259027549426,value_STAG2,2.4095901872791496,value_CTCF,0.12005964369942046,value_H3K9me1,0.14874773475471034
3,value_H3K9ac,6.286687324304964,value_SOX3,0.23910618830592337,value_CHAT,0.023597172805098186,value_MCM3,0.03240145252982784,value_TEAD4,1.3720036526511177,value_STAG1,2.0494269235056533,value_POU3F2,0.11594405766660636,value_ATRX,0.1202526530749397
4,value_SMARCC2,6.005066214145417,value_H3K36me2,0.12197717688639956,value_MECP2,0.011535418289158049,value_HDAC1,0.031690994353019405,value_DYRK1A,1.3557398405172505,value_SMC3,1.9272345372677149,value_TBX2,0.05403112856599524,value_MCM3,0.0936731565963911
5,value_H3K4me3,5.915565103808321,value_REST,0.11788980408044031,value_SOX2,0.007440383641715326,value_H3K4me,0.02637279679596657,value_RBPJ,1.3294518871999033,value_PDS5A,1.620930144443277,value_ATRX,0.031315831838241985,value_H3K4me,0.08452411728669386
6,value_H3K9K14ac,5.7888924095423295,value_H3R8me2,0.11405712370725542,value_TEAD1,0.0072070324769976865,value_SOX2,0.011185254811686376,value_ACSS2,0.954376618208981,value_CTCF,1.2006810185722672,value_AFF1,0.02056590977606666,value_HAND2,0.07814009661234532
7,value_BRD2,5.665996183369684,value_ISL1,0.0950247713870983,value_SMCHD1,0.0026697932688019115,value_H2AK119ub,0.010731193605655047,value_FOSL2,0.7003867480724085,value_H4K12ac,0.9554056928237284,value_PARK7,0.0,value_H2AK119ub,0.0739929613316786
8,value_H2A.Z,5.512002427336801,value_HDGF2,0.09273586212243173,value_RB1,0.0,value_H3K9me2,0.009696560422148894,value_NRF1,0.4161655608080837,value_CTCFL,0.4665211031768208,value_MAML3,0.0,value_H3K27M,0.07354249665654128
9,value_CHD8,5.4331390315109775,value_SMARCA4,0.08945083504223562,value_CDK9,0.0,value_H3K27M,0.005175055397625923,value_KAT2A,0.4010177404333899,value_AFF1,0.3537109421352407,value_MYB,0.0,value_H3K27me1,0.06580235895174912
10,value_H3K27ac,5.396778743075447,value_MECP2,0.08224898686566445,value_MYB,0.0,value_H3K18la,0.003609061073910073,value_STAG2,0.3435596639937989,value_WAPL,0.33973957101937835,value_H4R3me2,0.0,value_H4K20me3,0.04910971331655473
11,value_H4K16ac,5.111200599539576,value_CHD4,0.06687782997573904,value_PARK7,0.0,value_H3K27me1,0.003213174242092539,value_H3K36me3,0.24974219659333027,value_TOP2B,0.16289905315637435,value_CDK9,0.0,value_TWIST1,0.04282195272242955
12,value_H4K5ac,5.0441780575283985,value_CSDC2,0.05867572112426117,value_LMO1,0.0,value_macroH2A1,0.002210908263718472,value_AFF4,0.19051327733698112,value_SMARCA4,0.15952982447585734,value_RB1,0.0,value_FOXC1,0.0410902989159435
13,value_H3K4me1,5.033085913789173,value_JMJD6,0.05667975827831715,value_H4R3me2,0.0,value_ATF4,0.002057309575083972,value_E2F1,0.13157024200385498,value_HIF1A,0.04925827868931395,value_LRIF1,0.0,value_MECP2,0.04055559526060703
14,value_H4K8ac,4.939586013531561,value_SNAI2,0.053890862432463875,value_H3K36me1,0.0,value_ETS1,0.0011136253540694066,value_RBBP4,0.12806522902419307,value_POU3F2,0.0445755537600374,value_LMO1,0.0,value_H3K36me2,0.03535254378248633
15,value_WDR5,4.861731468690216,value_H3K27me1,0.04866879031007197,value_FOXP1,0.0,value_H3K36me1,0.0,value_H3K79suc,0.11307029731357619,value_AFF4,0.042433942163090925,value_STAG3,0.0,value_MEIS1,0.028145458442088902
16,value_H4K5K8ac,4.457020376055664,value_OSR1,0.03230668098569407,value_EZH1,0.0,value_EZH1,0.0,value_H3K27me3,0.1048233068826732,value_RNF2,0.036025959258961085,value_ZNF117,0.0,value_H3.3,0.02600075912552095
17,value_INTS13,4.027293898226389,value_macroH2A1,0.01164947885707638,value_LRIF1,0.0,value_CDK9,0.0,value_HOXC9,0.09278653457979034,value_H3R8me2,0.029238393502193257,value_EZH1,0.0,value_BRD3,0.01924627995610869
18,value_H3K122ac,3.9091870705491023,value_H3S10ph,0.009479325875680603,value_MAML3,0.0,value_ERG,0.0,value_MEIS1,0.08407964996268671,value_ZNF70,0.02500463876333188,value_H3K36me1,0.0,value_H4K20me1,0.016561839784743383
19,value_YY1,3.7081272275296997,value_BRD3,0.008536185170112594,value_ERG,0.0,value_H4R3me2,0.0,value_BRD4,0.08407096818049296,value_MCM3,0.019355604770749647,value_ERG,0.0,value_macroH2A1,0.015491812239214444
20,value_ZBTB33,3.698789979447129,value_TSHZ2,0.006837978938867031,value_ZNF117,0.0,value_LMO1,0.0,value_RNA-DNA_hybrids,0.0807629684377838,value_ZNF92,0.016841602713697574,value_TEAD1,-2.2328875079442513e-05,value_SOX2,0.013755081064429343
21,value_ELF1,3.6267401196390257,value_ATRX,0.004723608988404413,value_STAG3,0.0,value_LRIF1,0.0,value_GATA3,0.05955935959209696,value_SUZ12,0.016655049190595482,value_CHD4,-0.00023740039344353616,value_SOX3,0.012845601502109158
22,value_GABPA,3.6070401134312244,value_TOP1,0.0020216792676252047,value_ALKBH1,-0.0022676125046062843,value_MAML3,0.0,value_JUN,0.043198044913524844,value_NANOG,0.01333465742176862,value_RNF2,-0.005801262064406854,value_PHOX2B,0.012567659382735992
23,value_MAX,3.566734345508639,value_ZFP3,0.0010681943810078901,value_ZMYND8,-0.0032965124076160105,value_MYB,0.0,value_GATA2,0.042570533526420956,value_MAU2,0.012685369486352053,value_SMARCA2,-0.008103344575876375,value_H3K9me2,0.010125698078316633
24,value_EP300,3.4703816207320735,value_MCM3,0.0008488467916125246,value_H3K27me2,-0.007501266351413959,value_PARK7,0.0,value_KLF4,0.03813456600113815,value_TWIST1,0.005936559338357928,value_LHX2,-0.008103344575876375,value_ALKBH1,0.0037302443141493703
25,value_ARID1B,3.164666444907113,value_ALKBH1,0.0005502708806254762,value_FOXP2,-0.007668588284682899,value_RB1,0.0,value_ARID2,0.03627377096502862,value_FOXP2,0.00513420296223699,value_MGMT,-0.008103344575876376,value_ISL1,0.00307384021877066
26,value_CPSF3L,3.1316015174801364,value_LMO1,0.0,value_SMARCC1,-0.008046753495409823,value_STAG3,0.0,value_RFX5,0.03598002192706499,value_ZFP3,0.001906746095619531,value_KDM4C,-0.008103344575876376,value_H3,0.00249435628323415
27,value_MYC,3.0392961806805183,value_H3K36me1,0.0,value_SVIL,-0.008439194189944911,value_ZNF117,0.0,value_RXRA,0.030647079429999453,value_H3K27me1,0.00019730698668429138,value_TP53,-0.008103344575876376,value_PSIP1,0.0015997503272569668
28,value_MYCN,3.0332775793399698,value_H4R3me2,0.0,value_Biotin,-0.008439194189944915,value_DNAJC2,0.0,value_CREBBP,0.0301410155405793,value_ERG,0.0,value_CENPA,-0.008103344575876376,value_HOXC9,0.00030044764151882446
29,value_CHD2,3.0328929132903903,value_LRIF1,0.0,value_CENPA,-0.008439194189944916,value_H4K20me3,-0.00034616083977984086,value_PHOX2B,0.025876676191953104,value_STAG3,0.0,value_Biotin,-0.008103344575876378,value_Biotin,0.0
30,value_MXI1,3.0015369597471935,value_MAML3,0.0,value_MGMT,-0.008439194189944916,value_ZNF593,-0.002183923277228333,value_INTS10,0.019657206596318907,value_LRIF1,0.0,value_POU5F1,-0.008103344575876378,value_H4R3me2,0.0
31,value_DNase-Seq,2.736641931012567,value_EZH1,0.0,value_TP53,-0.008439194189944918,value_CNBP,-0.002608382606899571,value_VSX2,0.018199022515102033,value_MYB,0.0,value_FOXP1,-0.008103344575876378,value_H3K36me1,0.0
32,value_ZFX,2.2891076584147028,value_MYB,0.0,value_KDM4C,-0.008439194189944918,value_THRA,-0.002629085077063275,value_RNF2,0.01669175599883726,value_LMO1,0.0,value_DNAJC2,-0.00810334457587638,value_ERG,0.0
33,value_FANCD2,2.281493881876979,value_MGMT,0.0,value_LHX2,-0.008439194189944918,value_ACSS2,-0.003370621929520912,value_SMARCC1,0.012753603954974088,value_EZH1,0.0,value_NPAT,-0.00810334457587638,value_EZH1,0.0
34,value_H3K4me2,2.2770282891267413,value_ERG,0.0,value_SMARCA2,-0.008439194189944918,value_SMCHD1,-0.005075638399042289,value_EBF3,0.011196276431260551,value_H3K36me1,0.0,value_SVIL,-0.00810334457587638,value_ZNF117,0.0
35,value_RARB,2.2022020159388465,value_POU5F1,0.0,value_NPAT,-0.008439194189944918,value_H4K20me1,-0.006713641310149205,value_TBX2,0.010468638942921578,value_RB1,0.0,value_TOP2A,-0.00810334457587638,value_STAG3,0.0
36,value_PBX3,2.162637588073842,value_RB1,0.0,value_DNAJC2,-0.008439194189944918,value_TOP1,-0.006824860119920263,value_PITX3,0.010066720887124502,value_H4R3me2,0.0,value_SMARCC2,-0.008134693854475917,value_LHX2,0.0
37,value_H3K14ac,2.1041377810500994,value_STAG3,0.0,value_POU5F1,-0.008439194189944918,value_H3S10ph,-0.007394658276984589,value_OTX2,0.008496677910404486,value_PARK7,0.0,value_WWTR1,-0.008821011060367456,value_RB1,0.0
38,value_H3K79me2,2.069377575826465,value_TP53,0.0,value_TOP2A,-0.008439194189944918,value_ALKBH1,-0.007849911626116505,value_HDAC2,0.006770905298034686,value_ZNF117,0.0,value_CNBP,-0.008889606465069708,value_CDK9,0.0
39,value_ZNF711,2.014141926731365,value_ZNF117,0.0,value_SMARCC2,-0.008471842946966299,value_SMARCC2,-0.00820407361020448,value_IRF3,0.0031684471871586094,value_MAML3,0.0,value_SOX3,-0.009123987329530223,value_LRIF1,0.0
40,value_Crotonyllysine,2.0099568286471015,value_CENPA,0.0,value_WWTR1,-0.00918660965747459,value_FOXP1,-0.008423311595321146,value_WWTR1,0.0014642194517047282,value_CDK9,0.0,value_ACSS2,-0.009208565813309645,value_MAML3,0.0
41,value_PHF8,1.9228982284299803,value_PARK7,0.0,value_CNBP,-0.009258048566219491,value_TP53,-0.008423311595321148,value_RB1,0.0,value_CASZ1,-0.0008953217181399795,value_INSR,-0.009512903769984626,value_PARK7,0.0
42,value_BRCA1,1.8658167162145518,value_CDK9,0.0,value_SOX3,-0.009502145368608581,value_Biotin,-0.008423311595321148,value_EZH1,0.0,value_TOP1,-0.0029365396367033916,value_THRA,-0.009690828147515524,value_MYB,0.0
43,value_NRF1,1.8205051190638877,value_PPARA,-0.0004488245405442481,value_ACSS2,-0.00959022997001998,value_NPAT,-0.008423311595321148,value_ERG,0.0,value_VSX2,-0.003013238069000595,value_SMARCC1,-0.009847433881668827,value_LMO1,0.0
44,value_BRD4,1.8119866280210208,value_H3K9me2,-0.0010208744639077835,value_INSR,-0.009907184101744704,value_TOP2A,-0.00842331159532115,value_CDK9,0.0,value_RXRA,-0.0037022182474013812,value_DCP1A,-0.009927154332787215,value_SMARCA2,0.0
45,value_Epitope_tags,1.7019120843270859,value_H3K18la,-0.0018462554415409128,value_THRA,-0.010092484351166926,value_MGMT,-0.00842331159532115,value_LMO1,0.0,value_TFAP2B,-0.005047209405880332,value_MITF,-0.010838853133704111,value_H3K18la,-0.0017359052055468185
46,value_CREB1,1.6679771888896253,value_H3K79suc,-0.0034753982111990424,value_DCP1A,-0.010338607586431759,value_KDM4C,-0.00842331159532115,value_LRIF1,0.0,value_TSHZ2,-0.006224729553568823,value_JMJD6,-0.010917633179920994,value_SMCHD1,-0.002757009163890885
47,value_ASCL1,1.6250593279019014,value_DCP1A,-0.004169022892376393,value_MITF,-0.011288102836425227,value_SVIL,-0.00842331159532115,value_ZNF117,0.0,value_SVIL,-0.008116947290168373,value_CSNK2A1,-0.011215507340261676,value_CSNK2A1,-0.0038471781099859606
48,value_CHD7,1.5980636456553416,value_H4K20me1,-0.004493329314329124,value_JMJD6,-0.011370148989060719,value_CENPA,-0.00842331159532115,value_PARK7,0.0,value_KDM4C,-0.008116947290168373,value_H3R8me2,-0.011388200965849247,value_TBX2,-0.006485445047858545
49,value_CREB5,1.5910961630498428,value_H3K27M,-0.004798801453829185,value_H4K20me1,-0.011462813266677458,value_POU5F1,-0.008423311595321151,value_SVIL,0.0,value_POU5F1,-0.008116947290168375,value_H3K9me1,-0.011459512634626148,value_DNAJC2,-0.00806241899829103
50,value_CIC,1.5678321097703447,value_H4K20me3,-0.005001613892102247,value_CSNK2A1,-0.011680372742896702,value_SMARCA2,-0.008423311595321151,value_MAML3,0.0,value_DNAJC2,-0.008116947290168375,value_KLF4,-0.011494045943840648,value_NPAT,-0.00806241899829103
51,value_BMI1,1.535840161348483,value_NOTCH1,-0.005834837516559345,value_H4K20me3,-0.011855765723834307,value_LHX2,-0.008423311595321151,value_H4R3me2,0.0,value_NPAT,-0.008116947290168375,value_CEBPD,-0.011527182002349343,value_KDM4C,-0.00806241899829103
52,value_ZEB1,1.5332383364032776,value_ZNF565,-0.006293904457269055,value_H3R8me2,-0.011860226210147753,value_WWTR1,-0.009169320197075293,value_MYB,0.0,value_SMARCA2,-0.008116947290168375,value_CHAT,-0.011616822420787027,value_FOXP1,-0.008062418998291031
53,value_TOX2,1.493512179277845,value_THRA,-0.00674083221547533,value_H3K9me1,-0.01193449447193696,value_DCP1A,-0.009254497973207269,value_NPAT,0.0,value_FOXP1,-0.008116947290168375,value_SATB1,-0.0119428794324455,value_TP53,-0.008062418998291031
54,value_FLI1,1.4393948589548782,value_GFP,-0.00786649892919963,value_KLF4,-0.01197045954311734,value_SOX3,-0.009484261955884522,value_STAG3,0.0,value_MGMT,-0.008116947290168375,value_H4K20me1,-0.012084469454354757,value_POU5F1,-0.008062418998291031
55,value_PAX6,1.423870604690503,value_HOXC9,-0.007885219040294838,value_CEBPD,-0.012004969436540213,value_INSR,-0.009888538243977073,value_H3K36me1,0.0,value_TOP2A,-0.008116947290168375,value_ZNF593,-0.012090124151744893,value_SVIL,-0.008062418998291031
56,value_CRTC1,1.3907371006163527,value_ACSS2,-0.008059497869201189,value_ATF4,-0.012174989113859636,value_SMARCC1,-0.010236280560703127,value_SMCHD1,-0.0016885854662101337,value_CENPA,-0.008116947290168375,value_OSR1,-0.012160372670602071,value_MGMT,-0.008062418998291033
57,value_CSRNP3,1.3826140420570088,value_FOXC1,-0.008129461856813586,value_ZNF593,-0.012591251923139703,value_MECP2,-0.010497173482151683,value_RCOR1,-0.003347026671851659,value_Biotin,-0.008116947290168375,value_BACH2,-0.012330557810296355,value_TOP2A,-0.008062418998291033
58,value_JUND,1.3404873209786463,value_FOXP1,-0.008824712735456512,value_OSR1,-0.01266441311000146,value_MITF,-0.01126685739470991,value_E2F4,-0.006483852846073036,value_LHX2,-0.008116947290168375,value_H3K18la,-0.012484657256818568,value_CENPA,-0.008062418998291033
59,value_TFAP2B,1.304832418494246,value_KDM4C,-0.008824712735456515,value_BACH2,-0.012841654589841036,value_JMJD6,-0.011348749087864693,value_Biotin,-0.008163333305850106,value_TP53,-0.008116947290168377,value_NOTCH1,-0.012903150386780238,value_SMARCC2,-0.008093609928013692
60,value_USF1,1.2968535892763875,value_LHX2,-0.008824712735456515,value_H3K18la,-0.013002143501193617,value_CSNK2A1,-0.011658388808912354,value_TP53,-0.00816333330585011,value_SMARCC2,-0.008148349200337841,value_SMCHD1,-0.012978875204445593,value_TCF4,-0.008177843123496514
61,value_ESRRG,1.2670015588292547,value_DNAJC2,-0.008824712735456515,value_NOTCH1,-0.01343798911721165,value_H3R8me2,-0.011837903675034327,value_DNAJC2,-0.00816333330585011,value_TBX2,-0.008434663535436027,value_HOXC9,-0.013208934433141634,value_WWTR1,-0.008776460403476858
62,value_MEF2C,1.2539665980428523,value_TOP2A,-0.008824712735456515,value_HOXC9,-0.013756452633377131,value_KLF4,-0.011947929475089327,value_POU5F1,-0.00816333330585011,value_WWTR1,-0.008835818668889224,value_ATF4,-0.013237468953957846,value_CNBP,-0.008844709311867564
63,value_E2F1,1.2385734015309164,value_SMARCA2,-0.008824712735456515,value_POU3F2,-0.014315190457539482,value_CEBPD,-0.01198237439745853,value_TOP2A,-0.008163333305850111,value_CNBP,-0.008904529241138623,value_SS18,-0.013924173369873739,value_DCP1A,-0.008859107329928983
64,value_ZNF608,1.2102256754627523,value_SVIL,-0.008824712735456515,value_SS18,-0.014501350554903399,value_CHAT,-0.01207555560010854,value_LHX2,-0.008163333305850113,value_SOX3,-0.009139303620140496,value_H3K36me2,-0.014062562972246105,value_ACSS2,-0.009162057482475635
65,value_TCF12,1.2008355339836518,value_NPAT,-0.008824712735456515,value_H3K9me2,-0.01539443837846454,value_SATB1,-0.012414492017972064,value_FOXP1,-0.008163333305850113,value_ACSS2,-0.009224024108485756,value_ALKBH1,-0.014071637290642638,value_INSR,-0.009464858093141161
66,value_MED1,1.1631739104099674,value_Biotin,-0.008824712735456515,value_PSIP1,-0.015429854152947165,value_OSR1,-0.012640576518660565,value_SMARCA2,-0.008163333305850113,value_INSR,-0.009528873044390445,value_PSIP1,-0.014815704965673243,value_THRA,-0.00964188368350326
67,value_ZC3H10,1.1532935357001932,value_SMARCC2,-0.00885885317872338,value_FOXJ3,-0.015482671700103891,value_BACH2,-0.012644945496640119,value_KDM4C,-0.008163333305850113,value_FOXC1,-0.009645492560697504,value_HDAC1,-0.014958477789677833,value_SMARCC1,-0.009797698314247481
68,value_INTS10,1.1156916607183465,value_CSNK2A1,-0.009527546902470447,value_HDAC1,-0.015578548080201126,value_NOTCH1,-0.013412696014337968,value_MGMT,-0.008163333305850114,value_THRA,-0.009707096158598558,value_TOP1,-0.015240321304615964,value_MITF,-0.010784109178233055
69,value_DNA-RNA_hybrid,1.0972374004519532,value_SUZ12,-0.0095401163087815,value_TOP1,-0.01587208050337124,value_HOXC9,-0.013730559892067779,value_CENPA,-0.008163333305850114,value_SMARCC1,-0.0098639648377906,value_ZMYND8,-0.015470572417234728,value_JMJD6,-0.010862491235121933
70,value_USF2,1.0587315691835857,value_WWTR1,-0.009606277485025549,value_CREBBP,-0.016515355804147508,value_POU3F2,-0.014288245624495072,value_SMARCC2,-0.008194914692877425,value_DCP1A,-0.009943819142522431,value_BRD3,-0.015752189936736192,value_H3S10ph,-0.011029990259877677
71,value_THAP1,1.0388397498522381,value_CNBP,-0.00968098050185599,value_POU6F1,-0.016695205264459608,value_SS18,-0.014474055175178021,value_CNBP,-0.00895541674880016,value_MITF,-0.010857048766323948,value_SMC3,-0.015910609929067426,value_H3R8me2,-0.011330681714245863
72,value_OLIG2,1.0054015868755604,value_MITF,-0.00989033101168918,value_FOXC1,-0.01712469483034308,value_PSIP1,-0.015400810279013162,value_SOX3,-0.009191533037028262,value_JMJD6,-0.010935961095363189,value_POU6F1,-0.016030666326647763,value_KLF4,-0.011435991953444318
73,value_MEF2A,1.0050716172521057,value_BACH2,-0.01006368338072981,value_macroH2A1,-0.01776194610099836,value_ZMYND8,-0.016081552752454306,value_INSR,-0.009583329177333445,value_CSNK2A1,-0.011234335434707848,value_ETS1,-0.017179144579348642,value_CEBPD,-0.011468960604671832
74,value_SIN3A,0.929565661060457,value_ATF4,-0.010131406910607708,value_ETS1,-0.017891321666247427,value_SUZ12,-0.01610302555223017,value_THRA,-0.009762571002693244,value_NFIB,-0.011444155604681545,value_H3K4me,-0.01720536028006494,value_CHAT,-0.011558148147217773
75,value_YAP1,0.9040182899937026,value_SMCHD1,-0.010215063486621531,value_H3K4me,-0.017918624845994324,value_BRD3,-0.016374298008192963,value_DCP1A,-0.01000064709554913,value_H3K9me1,-0.0114787504609919,value_GFP,-0.017268948363938563,value_SATB1,-0.011882557849558748
76,value_H3K36me3,0.8894084583804873,value_NANOG,-0.010263862145148971,value_GFP,-0.017984850702141914,value_FOXC1,-0.016577369698083266,value_MITF,-0.010919096925905132,value_KLF4,-0.011513341758841692,value_macroH2A1,-0.0172762187282241,value_ZNF593,-0.012029058644791363
77,value_H3K9me3,0.8857985912781742,value_INSR,-0.010359776272595283,value_H3K27M,-0.018391678013273693,value_POU6F1,-0.016663778325321746,value_JMJD6,-0.01099846034821225,value_CEBPD,-0.011546533459840174,value_H4K20me3,-0.01743652172590847,value_CREBBP,-0.012029235388133696
78,value_SMAD3,0.8085034787155163,value_KLF4,-0.010389744871507308,value_TOX2,-0.018489598766436893,value_TOX2,-0.018454791882762136,value_CSNK2A1,-0.011298540331635345,value_CHAT,-0.01163632440424711,value_H3K27M,-0.017659571373942678,value_OSR1,-0.012098952244489656
79,value_LIN28B,0.8068609434972707,value_SMARCC1,-0.01072409390159526,value_H3S10ph,-0.018914451586104223,value_WAPL,-0.020502016675971825,value_H3R8me2,-0.011472512811550423,value_SATB1,-0.01196292894531182,value_TOX2,-0.017753591753063954,value_BACH2,-0.012268277544081684
80,value_CTBP2,0.7993734645367537,value_CREBBP,-0.010824475264502545,value_WAPL,-0.020540687844341262,value_ZNF608,-0.020683859790513792,value_H3K9me1,-0.011544352571633802,value_ZNF593,-0.012110420928660241,value_SOX2,-0.01784718766474739,value_CIC,-0.012596826016426619
81,value_RARA,0.7833467710105289,value_EHMT2,-0.011376682535902119,value_ZNF608,-0.020722874246607553,value_H3K27me2,-0.020991222319817152,value_CEBPD,-0.01161252306039343,value_OSR1,-0.012180787414873473,value_FOXC1,-0.018154065990045532,value_NOTCH1,-0.012837977085217049
82,value_ARNTL,0.7807501207359698,value_H3K9me1,-0.012479726547588277,value_HDGF2,-0.021273736223197195,value_PPARA,-0.02116008112534825,value_CHAT,-0.011702827308685807,value_BACH2,-0.012351258346613488,value_H3S10ph,-0.01816152139457832,value_ATF4,-0.01317060644274295
83,value_TOX,0.7516335170149334,value_SS18,-0.012500270651850451,value_PPARA,-0.021356267209416767,value_HDGF2,-0.021233683748976977,value_SATB1,-0.012031298962904937,value_H3K18la,-0.012505616575572932,value_PPARA,-0.018220786821674627,value_POU3F2,-0.013675996474352135
84,value_H3K27me3,0.7438280215657436,value_CEBPD,-0.012553422178223826,value_CHD4,-0.02200757955106981,value_H3,-0.02141383575613073,value_ZNF593,-0.012179634133925124,value_H4K20me1,-0.012639885671997789,value_WAPL,-0.01972297248579459,value_SS18,-0.013853841010107712
85,value_JUN,0.7161336450478618,value_CHAT,-0.012651045530310462,value_E2F4,-0.02220059436078976,value_EHMT2,-0.021711583732351377,value_OSR1,-0.012250402897094522,value_RCOR1,-0.01279890186223155,value_ZNF608,-0.0198979002970359,value_IRF3,-0.014307235984517618
86,value_PATZ1,0.7039484657917701,value_SATB1,-0.013006140053197331,value_ZNF711,-0.02244540575921236,value_CHD4,-0.021966144144127987,value_BACH2,-0.012421848399846013,value_NOTCH1,-0.012924812505047165,value_HDGF2,-0.020426814125830355,value_HDAC1,-0.014882918817626312
87,value_HINFP,0.6905305920556155,value_ZNF593,-0.013166498130177081,value_H3K36me2,-0.02253787215439235,value_H3.3,-0.022280258612874172,value_H3K18la,-0.012577089095266798,value_SMCHD1,-0.01300066449415765,value_SUZ12,-0.020613045637611134,value_H3K27me2,-0.014893432705716006
88,value_TCF4,0.6809452190692309,value_TEAD1,-0.013894917659151436,value_IRF3,-0.022921574932718836,value_ZNF711,-0.022403145202544224,value_NOTCH1,-0.012998681621490881,value_HOXC9,-0.01323111008647802,value_MCM3,-0.02086317236129179,value_TOP1,-0.01516333802111892
89,value_ARID1A,0.6763327140943801,value_H3,-0.013902269062064213,value_ISL1,-0.023156796020384344,value_ISL1,-0.02311319463742133,value_H4K20me1,-0.01317783903889636,value_ATF4,-0.013259692528925397,value_ZNF711,-0.021551795634562193,value_ZMYND8,-0.015392425520298954
90,value_GLIS3,0.6739422060565161,value_POU3F2,-0.014969229273141177,value_EHMT2,-0.02462248438992498,value_FOXJ3,-0.023647613088872352,value_ATF4,-0.013335476253611514,value_SS18,-0.013947550247819587,value_EHMT2,-0.021583855203167298,value_POU6F1,-0.01594968879549775
91,value_KDM1A,0.6635482953603236,value_TWIST1,-0.01513631295905551,value_H3,-0.02535477345417008,value_H3K79suc,-0.023954070281617532,value_POU3F2,-0.013847195129933135,value_ALKBH1,-0.014095261839109061,value_ISL1,-0.022234835462889534,value_HIF1A,-0.016251937656926518
92,value_EBF3,0.661527636451233,value_ZMYND8,-0.015308473695478095,value_PRRX1,-0.025355442008526057,value_IRF3,-0.024240235820039122,value_SS18,-0.014027266821452528,value_FOSL2,-0.014389719046777587,value_FOXJ3,-0.02274892349496426,value_ZNF711,-0.016561705288928
93,value_MITF,0.6585111713240217,value_ZNF70,-0.01561399307184684,value_H3K79suc,-0.025413022340749,value_ZNF8,-0.02546152185852961,value_ALKBH1,-0.014175822987964002,value_PSIP1,-0.014840579248140619,value_H3K27me2,-0.023298376297099504,value_ETS1,-0.017092362325224337
94,value_ZNF143,0.648953458784133,value_HDAC1,-0.016290336488257774,value_ZNF565,-0.02578993856373632,value_ZNF565,-0.025741373061533904,value_PSIP1,-0.014925402086345192,value_HDAC1,-0.014983591882326097,value_H3K9me2,-0.023537308626490176,value_GFP,-0.017181712188809505
95,value_SS18,0.6026321977423414,value_HAND2,-0.016563913649355486,value_ATRX,-0.026005759632181297,value_ATRX,-0.025956787167871594,value_HDAC1,-0.015069232492100753,value_ZMYND8,-0.015496546681638421,value_MECP2,-0.02368817283358445,value_CHD4,-0.017422489238615755
96,value_NFIC,0.5774382170610731,value_SOX2,-0.016776627022442408,value_SNAI2,-0.027434631518198964,value_NFKB2,-0.025967666795381737,value_TOP1,-0.015353163787518326,value_ARID2,-0.015673533796479525,value_H3K79suc,-0.024401128503767553,value_TOX2,-0.017663905833124164
97,value_PRRX1,0.544902943212405,value_H2AK119ub,-0.016863821927555703,value_CSDC2,-0.028313279419726146,value_CREBBP,-0.02731597793085202,value_ZMYND8,-0.015585120545690985,value_H3K27me2,-0.01570226346915131,value_ZNF565,-0.024763018066196806,value_HDGF2,-0.017770368436181707
98,value_FOXM1,0.5124884851634299,value_TOX2,-0.01734800606097015,value_RNA-DNA_hybrids,-0.028395719722233783,value_SNAI2,-0.027382964358107238,value_BRD3,-0.015868824271020068,value_BRD3,-0.015778637254982786,value_ZNF8,-0.025733635662519964,value_WAPL,-0.01962333053839556
99,value_NFIB,0.5000563707805732,value_POU6F1,-0.0174580434615083,value_NFKB2,-0.028899218313544896,value_E2F4,-0.028243754830852997,value_POU6F1,-0.016149363652624038,value_H4K20me3,-0.015796484055765468,value_IRF3,-0.025881220677254974,value_ZNF608,-0.019797373909932855
100,value_ZFHX4,0.4994449572575438,value_ETS1,-0.017877253656127044,value_ZFP30,-0.029600511022363264,value_CSDC2,-0.02840009135013772,value_macroH2A1,-0.016705993078096178,value_POU6F1,-0.01605758143475132,value_SNAI2,-0.02634213163871327,value_PPARA,-0.020402455297260157
101,value_OTX2,0.48118328016393636,value_ZNF608,-0.0185509778723597,value_TSHZ2,-0.030216599564757397,value_RNA-DNA_hybrids,-0.028985824277939762,value_ZNF92,-0.01723227635902508,value_KDM1A,-0.016231483006405253,value_CTBP2,-0.026876423353122226,value_EHMT2,-0.021244513294481272
