,cluster 0,z-score 0,cluster 1,z-score 1,cluster 2,z-score 2,cluster 3,z-score 3,cluster 4,z-score 4,cluster 5,z-score 5,cluster 6,z-score 6,cluster 7,z-score 7
236,value_ACSS2,-0.010561630840825578,value_MYCN,-0.3232086384932722,value_H3K9K14ac,-0.25921267750393323,value_NRF1,-0.3001900405634718,value_H4K5K8ac,-0.22081992419606808,value_BRD2,-0.21676070587133323,value_H4K16ac,-0.2808494685238709,value_WDR5,-0.2930845443916159
237,value_H3K36me2,-0.012844767495449905,value_H4K5K8ac,-0.3234284384229727,value_WDR5,-0.27443259738681564,value_GABPA,-0.30109062079208787,value_BRD2,-0.22500346967641005,value_WDR5,-0.22067314684387923,value_H4K5K8ac,-0.28731042662415385,value_MYCN,-0.29425677329185346
238,value_H3R8me2,-0.01306162421095612,value_TAF1,-0.33670720339449056,value_H4K12ac,-0.27473906381298535,value_WDR5,-0.30356142699015665,value_H4K8ac,-0.23034501478005365,value_H4K8ac,-0.2277825055631083,value_WDR5,-0.29011293064662635,value_TAF1,-0.30185637577869484
239,value_H3K9me1,-0.013143418050561038,value_H3K122ac,-0.3445728333254067,value_GABPA,-0.2784601199358801,value_H4K5K8ac,-0.31084540864687943,value_CHD8,-0.2370230233562981,value_CHD8,-0.2354044698476345,value_TAF1,-0.30248462583446567,value_H3K122ac,-0.3107494936395098
240,value_BRD3,-0.01578534228374014,value_EP300,-0.3464346826478994,value_H3K9ac,-0.28130694272214796,value_MYCN,-0.31486366714275166,value_WDR5,-0.2458177402136108,value_H4K5K8ac,-0.24331589410498664,value_H2A.Z,-0.3069407450631377,value_EP300,-0.3122634426980605
241,value_RBPJ,-0.01602973893255892,value_MAX,-0.3529877405036221,value_H3K27ac,-0.28145838389741884,value_TAF1,-0.31862316307844946,value_H3K27ac,-0.25190395132255067,value_H2A.Z,-0.2556107121744481,value_H4K5ac,-0.3083311448107826,value_H2A.Z,-0.3134194245380395
242,value_PSIP1,-0.01699301870152213,value_H4K5ac,-0.3539508647371434,value_BMI1,-0.2827200104848631,value_H2A.Z,-0.3269465007792835,value_H4K16ac,-0.2536642867202645,value_TAF1,-0.25914434969978595,value_H3K122ac,-0.30845849536006487,value_H4K5K8ac,-0.3150411951699907
243,value_GFP,-0.019807036273805624,value_H3K4me2,-0.358417470003735,value_NRF1,-0.2907841529795929,value_H3K9K14ac,-0.3412956426616807,value_H2A.Z,-0.25391920707329724,value_H4K16ac,-0.259556039859607,value_MAX,-0.313668586386289,value_H4K5ac,-0.3178182248472442
244,value_H3K27me2,-0.02368729168619288,value_H2A.Z,-0.36188128884123366,value_MYCN,-0.2923023296641808,value_EP300,-0.34598673785724104,value_H3K4me1,-0.26150804385619125,value_H3K122ac,-0.2684134990772757,value_EP300,-0.3153824436582373,value_MAX,-0.3429483339283549
245,value_MECP2,-0.025984514456347023,value_RNA_polymerase_II,-0.3908887750521062,value_TAF1,-0.3120150122204804,value_H3K27ac,-0.3627259641665803,value_H3K4me2,-0.26544725168204797,value_H4K5ac,-0.282949807809612,value_DNase-Seq,-0.34531826233603496,value_RNA_polymerase_II,-0.35305957056725673
246,value_KAT2A,-0.03658151910037889,value_H3K9K14ac,-0.404268586612594,value_EP300,-0.32197861501483405,value_RNA_polymerase_II,-0.36570888501165244,value_RNA_polymerase_II,-0.2727400971950098,value_RNA_polymerase_II,-0.2974138352035589,value_RNA_polymerase_II,-0.3512003619091387,value_H3K9K14ac,-0.3545877223748386
247,value_CDYL,-0.04021011283834463,value_DNase-Seq,-0.41266759766362215,value_MAX,-0.34266178877153447,value_MAX,-0.36744885180600745,value_H3K9K14ac,-0.2824844188272611,value_H3K9K14ac,-0.32602227653351745,value_H3K9K14ac,-0.35534388793106614,value_H3K27ac,-0.37409812297069694
248,value_ATF3,-0.059475256549209876,value_H3K27ac,-0.41520504965743454,value_RNA_polymerase_II,-0.34419649591892104,value_H3K9ac,-0.36787480040259785,value_TAF1,-0.2835008732786724,value_H3K27ac,-0.3348040543302446,value_H3K27ac,-0.37049842603662364,value_DNase-Seq,-0.38160617904826044
249,value_SMC1A,-0.06003384992831352,value_H3K9ac,-0.45077798927400353,value_H3K4me1,-0.3517470700085154,value_DNase-Seq,-0.4106457572461956,value_H3K4me3,-0.30025306437512844,value_H3K9ac,-0.3685860902106932,value_H3K9ac,-0.4054020027671384,value_H3K9ac,-0.3954835443237131
250,value_GTF3C5,-0.08886174462774632,value_H3K4me1,-0.500137537302755,value_H3K4me3,-0.35806877967791634,value_H3K4me1,-0.4163531149280231,value_H4K5ac,-0.3052789451587189,value_H3K4me1,-0.3703808748312435,value_H3K4me1,-0.4296654089421267,value_H3K4me1,-0.41258048849656875
251,value_STAG2,-0.11167739602665974,value_H3K4me3,-0.5367499252234009,value_DNase-Seq,-0.3968024630712429,value_H3K4me3,-0.4426692783563319,value_H3K9ac,-0.31745321516565606,value_H3K4me3,-0.4088262038947371,value_H3K4me3,-0.46661738642911194,value_H3K4me3,-0.45542659419717463
